"severity","condition","cvss2_score","external_references","updated","published","Name","Architecture","cvss3_score","Version","detection_time","cve","Title"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37967"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37967""]","2023-08-18","2022-11-09","Windows Server 2022","x64",7.2,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37967","CVE-2022-37967 affects Windows Server 2022"
"High","KB5019080 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37966"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37966""]","2023-08-18","2022-11-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37966","CVE-2022-37966 affects Windows Server 2022"
"Medium","KB5018421 patch is not installed",0,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37965"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37965""]","2022-10-12","2022-10-11","Windows Server 2022","x64",5.9,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37965","CVE-2022-37965 affects Windows Server 2022"
"Medium","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37959"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37959""]","2023-04-11","2022-09-13","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37959","CVE-2022-37959 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37958"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37958""]","2023-08-08","2022-09-13","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37958","CVE-2022-37958 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37957"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37957""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37957","CVE-2022-37957 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37956"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37956""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37956","CVE-2022-37956 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37955"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37955""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37955","CVE-2022-37955 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37954"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37954""]","2023-08-08","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-37954","CVE-2022-37954 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35841"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35841""]","2023-08-08","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35841","CVE-2022-35841 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35840"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35840""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35840","CVE-2022-35840 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35838"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35838""]","2023-08-08","2022-09-13","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35838","CVE-2022-35838 affects Windows Server 2022"
"Medium","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35837"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35837""]","2023-08-08","2022-09-13","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35837","CVE-2022-35837 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35836"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35836""]","2023-08-08","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35836","CVE-2022-35836 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35835"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35835""]","2023-08-08","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35835","CVE-2022-35835 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35834"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35834""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35834","CVE-2022-35834 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35833"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35833""]","2023-08-08","2022-09-13","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35833","CVE-2022-35833 affects Windows Server 2022"
"Medium","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35832"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35832""]","2023-04-11","2022-09-13","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35832","CVE-2022-35832 affects Windows Server 2022"
"Medium","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35831"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35831""]","2023-04-11","2022-09-13","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35831","CVE-2022-35831 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35830"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35830""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35830","CVE-2022-35830 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35822"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35822""]","2023-05-31","2022-08-15","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35822","CVE-2022-35822 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35820"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35820""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35820","CVE-2022-35820 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35803"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35803""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35803","CVE-2022-35803 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35795"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35795""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35795","CVE-2022-35795 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35794"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35794""]","2023-05-31","2022-08-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35794","CVE-2022-35794 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35793"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35793""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.3,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35793","CVE-2022-35793 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35792"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35792""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35792","CVE-2022-35792 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35771"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35771""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35771","CVE-2022-35771 affects Windows Server 2022"
"Medium","KB5018421 patch is not installed",0,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35770"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35770""]","2022-10-12","2022-10-11","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35770","CVE-2022-35770 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35769"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35769""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35769","CVE-2022-35769 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35768"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35768""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35768","CVE-2022-35768 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35767"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35767""]","2023-05-31","2022-08-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35767","CVE-2022-35767 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35766"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35766""]","2023-08-08","2022-08-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35766","CVE-2022-35766 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35765"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35765""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35765","CVE-2022-35765 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35764"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35764""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35764","CVE-2022-35764 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35763"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35763""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35763","CVE-2022-35763 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35762"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35762""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35762","CVE-2022-35762 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35761"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35761""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:35+00:00","CVE-2022-35761","CVE-2022-35761 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35760"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35760""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35760","CVE-2022-35760 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35759"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35759""]","2023-06-07","2023-05-31","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35759","CVE-2022-35759 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35758"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35758""]","2023-06-08","2023-05-31","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35758","CVE-2022-35758 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35757"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35757""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.3,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35757","CVE-2022-35757 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35756"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35756""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35756","CVE-2022-35756 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35755"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35755""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.3,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35755","CVE-2022-35755 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35753"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35753""]","2023-06-07","2023-05-31","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35753","CVE-2022-35753 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35752"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35752""]","2023-06-07","2023-05-31","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35752","CVE-2022-35752 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35751"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35751""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35751","CVE-2022-35751 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35750"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35750""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35750","CVE-2022-35750 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35749"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35749""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35749","CVE-2022-35749 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35748"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35748""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35748","CVE-2022-35748 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35747"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35747""]","2023-06-07","2023-05-31","Windows Server 2022","x64",5.9,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35747","CVE-2022-35747 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35746"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35746""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35746","CVE-2022-35746 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35745"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35745""]","2023-06-07","2023-05-31","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35745","CVE-2022-35745 affects Windows Server 2022"
"Critical","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35744"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35744""]","2023-06-08","2023-05-31","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35744","CVE-2022-35744 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35743"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35743""]","2023-06-07","2023-05-31","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-35743","CVE-2022-35743 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34734"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34734""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34734","CVE-2022-34734 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34733"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34733""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34733","CVE-2022-34733 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34732"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34732""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34732","CVE-2022-34732 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34731"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34731""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34731","CVE-2022-34731 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34730"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34730""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34730","CVE-2022-34730 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34729"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34729""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34729","CVE-2022-34729 affects Windows Server 2022"
"Medium","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34728"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34728""]","2023-04-11","2022-09-13","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34728","CVE-2022-34728 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34727"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34727""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34727","CVE-2022-34727 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34726"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34726""]","2023-04-11","2022-09-13","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34726","CVE-2022-34726 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34725"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34725""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34725","CVE-2022-34725 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34724"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34724""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34724","CVE-2022-34724 affects Windows Server 2022"
"Critical","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34722"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34722""]","2023-04-11","2022-09-13","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34722","CVE-2022-34722 affects Windows Server 2022"
"Critical","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34721"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34721""]","2023-04-11","2022-09-13","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34721","CVE-2022-34721 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34720"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34720""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34720","CVE-2022-34720 affects Windows Server 2022"
"High","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34719"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34719""]","2023-04-11","2022-09-13","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34719","CVE-2022-34719 affects Windows Server 2022"
"Critical","KB5017316 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34718"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34718""]","2023-04-11","2022-09-13","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34718","CVE-2022-34718 affects Windows Server 2022"
"Critical","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34715"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34715""]","2023-05-31","2022-08-09","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34715","CVE-2022-34715 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34714"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34714""]","2023-05-31","2022-08-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34714","CVE-2022-34714 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34713""]","2023-05-31","2022-08-09","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34713","CVE-2022-34713 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34712"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34712""]","2023-05-31","2022-08-09","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34712","CVE-2022-34712 affects Windows Server 2022"
"High","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34711"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34711""]","2023-05-31","2022-08-15","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34711","CVE-2022-34711 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34710"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34710""]","2023-05-31","2022-08-09","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34710","CVE-2022-34710 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34709"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34709""]","2023-05-31","2022-08-09","Windows Server 2022","x64",6,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34709","CVE-2022-34709 affects Windows Server 2022"
"Medium","KB5016627 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34708"",""https://nvd.nist.gov/vuln/detail/CVE-2022-34708""]","2023-05-31","2022-08-09","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:36+00:00","CVE-2022-34708","CVE-2022-34708 affects Windows Server 2022"
